uniqueID,drugName,condition,review_clean,rating,usefulCount,ae_flag,ae_label,ae_probabilities,ner_entities,symptoms_extracted,symptom_clusters,cluster_id
186257,Desvenlafaxine,Depression,"This medication is amazing! After 3 days of being extremely sick, I started to feel amazing, I am now 1 month into it and am so happy all the time and have no depressive thoughts at all. It kind of blocks out any sad thoughts. Works perfectly for me.",10,101,0,2,"[0.1926562786102295, 0.03390292078256607, 0.7734407782554626]","[('3 days', 'DATE'), ('1 month', 'DATE')]",[],[],
45238,Fluoxetine,Depression,"My genius psychiatrist started me on this drug in the fall of 2008. The first few weeks I felt even worse than before I had started taking the fluoxetine. After many months on the drug I was eventually taking 400mg a day, and having manic thoughts & episodes. My psychiatrist decided I was bi-polar and then started me on seroquel (rather than give me a break for my nervous system to re-adjust to it's natural state), which I also ended up taking for about 6 months and at about the same dose. In retrospect I wish I hadn't taken either fluoxetine(Prozac) or seroquel(Quetiapine).",1,19,0,2,"[0.4778888523578644, 0.024141062051057816, 0.4979701042175293]","[('the fall of 2008', 'DATE'), ('The first few weeks', 'DATE'), ('many months', 'DATE'), ('400', 'CARDINAL'), ('about 6 months', 'DATE'), ('fluoxetine(Prozac', 'PERSON')]",[],[],
225257,Bupropion,Depression,"I was really glad that I experienced none of the possible side effects. After four weeks I did notice my mood getting better, but after that some things happened in my life (my dog had surgery, a break-up, a hair experiment gone wrong) that I was not able to deal with and I got worse. I felt myself spiraling downward and my anxiety shot way up. It's month number two and I just switched to lexapro. Hope it helps.",4,0,0,2,"[0.2802412807941437, 0.030001981183886528, 0.6897567510604858]","[('four weeks', 'DATE'), ('month', 'DATE'), ('two', 'CARDINAL')]",[],[],
94168,Trintellix,Depression,"This drug causes persistent nausea in some users as per their website. For most people it goes away after a few weeks--but not all. Initially I was also itchy and a little weepy (went away after 2 weeks). If you have a history of being unusually nausea prone (ie pregnancy) in my experience you may wind up in the persistent nausea group. I will have to switch as I don't want to be chained to zofran. Otherwise, worked fine as an alternative to paxil. Fewer side effects--unfortunately the one side effect it did cause is pretty debilitating in my case!",5,28,1,0,"[0.6057775020599365, 0.025943445041775703, 0.3682790696620941]","[('a few weeks', 'DATE'), ('2 weeks', 'DATE')]",[],[],
224842,Bupropion,Depression,"F/26, Wellbutrin SR 100mg twice a day & I feel so much better. I've tried many different SS/SNRIs over the past 12 years & they all made me have extreme suicidal thoughts. I had kind of given up hope on finding something that worked for me, but then a new psychiatrist recommended trying Wellbutrin. The first week or so was rough, I had blurry vision, shakes, & extreme light sensitivity. Those negative side effects went away after 3 weeks. I'm 3 months in & my mood has significantly increased, which is just amazing because my depression worsens significantly in the winter. I feel optimistic for the future, my sex drive is better, I have more energy & am more focused (I have fibromyalgia as well so this is huge for me), and I've quit smoking!",10,14,0,2,"[0.24811294674873352, 0.028722001239657402, 0.7231650948524475]","[('Wellbutrin SR 100', 'NORP'), ('the past 12 years &', 'DATE'), ('Wellbutrin', 'NORP'), ('The first week', 'DATE'), ('3 weeks', 'DATE'), ('3 months', 'DATE'), ('the winter', 'DATE')]",[],[],
147353,Alprazolam,Anxiety,"Changed my life completely, I can actually function in social settings.",10,4,0,2,"[0.2812042236328125, 0.1653660237789154, 0.5534297227859497]",[],[],[],
45291,Fluoxetine,Depression,"After being suicidal for many months and self harming in addition to extreme anxiety. I had taken Prozac 6 years earlier and didn't work at all has NOW almost eliminated my depression. I feel happier than I have in years. The only downside is I have gained about 20 lbs. My lowest weight was 133, considered healthy for someone 5'7 and athletic, but despite my clean eating and exercise I've blown up to 163 lbs in 2 years and nothing seems to get the weight off. This has been my only negative side effect. I choose my mental health over my body image although I also have an eating disorder BDD.",8,5,1,0,"[0.49168798327445984, 0.03162606433033943, 0.47668594121932983]","[('many months', 'DATE'), ('Prozac', 'PERSON'), ('6 years earlier', 'DATE'), ('years', 'DATE'), ('about 20', 'CARDINAL'), ('133', 'CARDINAL'), (""5'7"", 'CARDINAL'), ('163', 'CARDINAL'), ('2 years', 'DATE'), ('BDD', 'ORG')]",[],[],
232066,Trazodone,Depression,It has worked so far for me and I would recommend it to anyone suffering with depression.,7,99,0,2,"[0.4125438332557678, 0.0794413685798645, 0.5080147981643677]",[],[],[],
205953,Pristiq,Depression,"This will be my third week on Pristiq 50mg and so far I'm feeling quite positive and free of depressive feelings, however that's only if I get a good night's sleep. I have tried one Temazapam which works well but after the third day the build up in my system makes me feel very fatigued.",6,13,0,2,"[0.20876061916351318, 0.028299706056714058, 0.7629396915435791]","[('third week', 'DATE'), ('Pristiq', 'ORG'), ('50', 'CARDINAL'), ('one', 'CARDINAL'), ('Temazapam', 'GPE'), ('the third day', 'DATE')]",[],[],
195947,Levomilnacipran,Depression,"I have had severe depression since my teens and have been on antidepressants for many years. Fortunately I have had beneficial effects from several over the years. The most effective treatment to date has been a combination of Wellbutrin and Cymbalta. I took that combination for ten+ years and unfortunately I recently started slipping downward, increased depression and feeling out of control. I was prescribed Fetzima (transitioned off Cymbalta) and completed the starter pack with the only benefit being increased energy. My Dr then increased the doseage to 80mg and have been at 80mg for two + weeks. I have never felt (for lack of a better word) so crazy in my life! I have been so irretiable, angry, depressed and unreasonable and feeling",1,41,1,0,"[0.7580488920211792, 0.02567463368177414, 0.21627643704414368]","[('many years', 'DATE'), ('several over the years', 'DATE'), ('Wellbutrin', 'GPE'), ('Cymbalta', 'PRODUCT'), ('ten+ years', 'DATE'), ('Fetzima', 'PERSON'), ('Cymbalta', 'ORG'), ('80', 'CARDINAL'), ('80', 'CARDINAL'), ('two + weeks', 'DATE')]",[],[],
204639,Buspar,Anxiety,It helps me from pulling my hair out but I still have anxiety.,6,14,0,2,"[0.35600948333740234, 0.18430571258068085, 0.4596847593784332]",[],[],[],
141047,Escitalopram,Anxiety,Day 2. Taking for major anxiety/ slight depression. 10mg daily. Anxiety is lifting and feel much more in control and calm. Only side symptom is a slight wheezy/ tired feeling. I took it last night about 9pm and was asleep by 11pm. First time in a year that a fell asleep without racing thoughts and worries.,10,11,1,0,"[0.688624918460846, 0.02400173246860504, 0.2873733639717102]","[('2', 'CARDINAL'), ('10', 'CARDINAL'), ('daily', 'DATE'), ('last night', 'TIME'), ('11pm', 'TIME'), ('First', 'ORDINAL'), ('a year', 'DATE')]",[],[],
186185,Desvenlafaxine,Depression,"I have been taking 50mg of Pristiq for about 5 weeks now, and just started taking 100 mg a couple days ago. I am 31 yrs old, but have been on antidepressants for 10 yrs. I've tried many SSRI's (Lexapro for several yrs) and never felt much better at all. I remained depressed and began to try to accept that this is just what my life would be. Finally, about 2 months ago my Drs office began doing genetic testing which can guide them on what medicines your body will respond best to. So Pristiq it was. I think my mood has lifted somewhat. I'm really hoping it will improve even more as studies show full benefits take 6-8 weeks.",8,93,0,2,"[0.17846541106700897, 0.0274107176810503, 0.7941238284111023]","[('50', 'CARDINAL'), ('Pristiq', 'ORG'), ('about 5 weeks', 'DATE'), ('100', 'CARDINAL'), ('a couple days ago', 'DATE'), ('10', 'CARDINAL'), ('about 2 months ago', 'DATE'), ('Pristiq', 'ORG'), ('6-8 weeks', 'DATE')]",[],[],
183200,Cymbalta,Depression,"I have only been on this for 2 weeks but I can seriously notice a difference. I am 21 and for about 6 years (after a traumatic event) I have been suffering from ""severe depression"". I have always had pain and always been to tired to do anything but lay in bed and cry! I can now say I am happy! Finally happy, I can't remember a time I was ever like this. I am motivated, active, and enjoying life. It works quick. I do however have mild headaches everyday and multiple nightmares every night. I am told these will subside. It's pricey but I really think its worth it! Good luck to everyone.",8,74,0,2,"[0.3096150755882263, 0.031621091067790985, 0.6587638258934021]","[('2 weeks', 'DATE'), ('21', 'DATE'), ('about 6 years', 'DATE'), ('every night', 'TIME')]",[],[],
142104,Escitalopram,Depression,"I've been on lexapro for several years. I have to say for some the initial side effects can be overwhelming, but stick with it because it will help most of us. You can train yourself to overcome the sexual side effects, and weight gain can be controlled through proper exercise and diet. I'm not an active person, but have to remind myself to hit the gym several times a week. Doing so will greatly and positively affect your mood as well, so just pretend like you have no choice and GO. Also please remember there is no ""magic pill"" we have to take responsibility for our own happiness, which includes lots more than just taking antidepressants! Hope this helps some!",8,376,0,2,"[0.13234569132328033, 0.037400588393211365, 0.8302537202835083]","[('several years', 'DATE'), ('GO', 'ORG')]",[],[],
178241,Duloxetine,Anxiety,"Prescribed via a Psychiatrist for severe Panic attacks for 2 years. If I take dosage late or forget to take it the withdrawal symptoms kick in. Gnawing physical pain, breathlessness, disorientation to time, difficulties in word finding while speaking, severe muscle pain and stiffness, nausea, labile emotions and panic.",1,27,1,0,"[0.7902254462242126, 0.026652881875634193, 0.18312162160873413]","[('Psychiatrist', 'NORP'), ('2 years', 'DATE')]",[],[],
163724,Mirtazapine,Anxiety,Suffered from anxiety and depression for 3 months with over 20 side effects. Took citalopram and Prozac but both only worsened my side effects. Finally doctor gave me mirtazapine and almost overnight I seemed to improve. Had my first full sleep in 3 months and felt like eating again. Slowly over the course of 1 week all side effects left me and within 2 weeks I was more or less off the medicine. 3 months later I lead my old life again. If you suffer from sleep and have lost your appetite due to anxiety give this a go. Good luck,10,58,1,0,"[0.6610152125358582, 0.022973662242293358, 0.3160111904144287]","[('3 months', 'DATE'), ('over 20', 'CARDINAL'), ('Prozac', 'PERSON'), ('first', 'ORDINAL'), ('3 months', 'DATE'), ('1 week', 'DATE'), ('2 weeks', 'DATE'), ('3 months later', 'DATE')]",[],[],
147298,Alprazolam,Anxiety,"I've been tormented by anxiety since childhood. I am 24 years old and have been through a lot in my life. I've been diagnosed with depression, bipolar disorder and anxiety, panic attacks, ADD. I've been medicated most my life as well. My anxiety got so bad in high school that I had to be home schooled. I wake up in the morning feeling like my heart will explode for no apparent reason. I get intense irrational fear and intense impulses to harm myself because I just can't take it and get frustrated I start throwing and breaking things I can't stand to be alone a lot of the time. Xanax works fast and calms me down without knocking me out. Depending on the severity of my attacks I take up to 2 mg. No less than 0.5-1mg.",10,46,1,0,"[0.7819470167160034, 0.02572905831038952, 0.1923239380121231]","[('24 years old', 'DATE'), ('the morning', 'TIME'), ('2', 'CARDINAL'), ('0.5', 'CARDINAL')]",[],[],
176778,Nardil,Depression,This medication is brilliant. Completely got rid of my depression and social phobia. I take 75mg/day. The SSRI's didn't really work. Was laying on the bed all day thinking of suicide and death. After I started Nardil my life completely changed. Thank goodness for the medication.,10,47,1,0,"[0.522682249546051, 0.025917990133166313, 0.4513997733592987]","[('phobia', 'GPE'), ('75mg/day', 'DATE')]",[],[],
201175,Zoloft,Depression,"I was very very bad at one point with my anxieyy and depression and the OCD, they were all working together against me, the horrible disgusting thoughts from the OCD was driving me into constant panic attacks and anxiety through the roof! Which drove me to stay in doors and avoid triggers which then pushed me into a deep deep depression, I've been on zoloft now for about 6 months on a low dose of of 50mg, and I feel much better! I was able to go out and get a job which I am excelling at and got three raises in 4 months! I have felt a bit of the anxiety and ocd poking out once in a while but I may need to raise the dose but over all this med had changed my life so far, if you are in a rut and are down don't give up you can regain your life back!",10,88,1,0,"[0.6939728260040283, 0.024601735174655914, 0.28142544627189636]","[('one', 'CARDINAL'), ('about 6 months', 'DATE'), ('50', 'CARDINAL'), ('three', 'CARDINAL'), ('4 months', 'DATE')]",[],[],
27860,Lexapro,Anxiety,This medicine was an extremely horrible experience for me. My doctor prescribed it to me for anxiety and day one sent me off the edge. How I felt during anxiety attacks was how this medication made me feel but fifty times worse. I felt like I drank a million milligrams of coffee and was on pins and needles for 8 hours. After reading these reviews I hate that it didn't have the same affect on me as it did the majority. I hate anxiety but I can't see myself taking another one of those pills EVER.,1,25,1,0,"[0.706459641456604, 0.02695641852915287, 0.2665838599205017]","[('fifty', 'CARDINAL'), ('8 hours', 'TIME'), ('EVER', 'ORG')]",[],[],
231485,Trazodone,Depression,"I take trazodone to help balance the effects Cymbalta had on my sleep and to help with my depression. My experience has been wonderful, helps me fall asleep and sleep restfully. Together with Cymbalta, Trazodone has completely eradicated my depression.",10,63,0,2,"[0.19453854858875275, 0.03493886440992355, 0.7705225348472595]","[('Cymbalta', 'ORG'), ('Cymbalta', 'PERSON'), ('Trazodone', 'ORG')]",[],[],
163702,Mirtazapine,Anxiety,"I have taken this medicine for 7 years. Gained lots of weight, now on Weight Watchers Diet and lost 16lbs so far. Very happy now. At 45mg had bad restless legs, reduced to 30mg and sleep great 9 or 10 hours. Had intolerable insomnia my entire life before. Wonder what would happen if reduced it to 15 mg. Also added 20 mg Prozac for daytime energy and works great.",10,51,0,2,"[0.17944420874118805, 0.028537796810269356, 0.7920179963111877]","[('7 years', 'DATE'), ('Weight Watchers Diet', 'ORG'), ('16lbs', 'CARDINAL'), ('45', 'CARDINAL'), ('30', 'CARDINAL'), ('9 or 10 hours', 'TIME'), ('15', 'CARDINAL'), ('20', 'CARDINAL'), ('Prozac', 'PERSON'), ('daytime', 'TIME')]",[],[],
158491,Methylphenidate,Depression,"Methylphenidate has changed my life. My depression is almost nonexistent now. I have also stopped dwelling on problems. I take 54 mg methylphenidate xr, along with 225 mg effexor xr.",10,54,1,0,"[0.5168704390525818, 0.03259364888072014, 0.45053592324256897]","[('54', 'DATE'), ('225', 'CARDINAL')]",[],[],
141645,Escitalopram,Depression,"I am a 35 year-old female. I've always been a melancholic person (given my family history of anxiety and anger issues) but when I was younger, I have been able to experience some happiness. As I got older and had two kids, it got worse. I would get angry or sad at a drop of a hat, after which I would sink into depression. It also became more difficult to manage stress and anxiety. I began seeing a therapist who suggested that I get a physical with my primary care physician and ask if I can get a prescription for anti-depressants. I was put on 10 mg. of Lexapro. During the first few days, I was light-headed, groggy, and aware of every sensation in my body. I was also very thirsty. After a week, I felt the benefits. I feel happy again.",10,81,0,2,"[0.462409645318985, 0.028185144066810608, 0.5094051957130432]","[('35 year-old', 'DATE'), ('melancholic', 'NORP'), ('two', 'CARDINAL'), ('10', 'CARDINAL'), ('Lexapro', 'GPE'), ('the first few days', 'DATE'), ('a week', 'DATE')]",[],[],
225955,Bupropion,Depression,"Wellbutrin has significantly improved my overall concentration above all else. For the first time in many years, I have been able to actually sit down and read contently without my mind wondering. I wish I had this medication before I graduated from university, my grades would probably have been much better. I take this in combination with Cipralex. I have had no side effects with this medication.",8,46,0,2,"[0.1394345909357071, 0.033179547637701035, 0.8273858428001404]","[('Wellbutrin', 'GPE'), ('first', 'ORDINAL'), ('many years', 'DATE'), ('Cipralex', 'PERSON')]",[],[],
140512,Escitalopram,Anxiety,"I have been self medicating for years with tramadol. I suffer from anxiety, panic attacks, and depression. I was taking way to much tramadol to cope with life and was spending money I didn't have to buy it! It's a miracle that this drug works so great! I was at the point where all I did was sleep and dodge all things social! I'm only on day 3 and I already feel the pre depression me returning! Oh, I also take vistaril when the panic and anxiery really hits! I've only taken my 10 mg Lexapro and one 25 mg Vistiral this morning and I feel great! It doesn't give me the euphoric feeling that tram does but this is so much better! I almost feel normal! If I feel this great already I can only imagine how much better it'll get!",10,25,0,2,"[0.2598957121372223, 0.030113456770777702, 0.7099908590316772]","[('years', 'DATE'), ('day 3', 'DATE'), ('10', 'CARDINAL'), ('one 25', 'CARDINAL'), ('this morning', 'TIME')]",[],[],
32140,Wellbutrin Xl,Depression,"I knew it was risky to take an antidepressant given my symptoms but I was having trouble in my daily life and needed help. I began taking Wellbutrin XL 150 mg and for the first week I felt an increase in suicidal thoughts, tremors, and psychomotor agitation. It felt like I was going to die. After that week, my psychiatrist added Klonopin to help control these side effects. Since then, I have had an improvement in quality of life, which is all I can ask for.",6,42,1,0,"[0.6274004578590393, 0.025407161563634872, 0.34719231724739075]","[('Wellbutrin', 'LANGUAGE'), ('the first week', 'DATE'), ('that week', 'DATE'), ('Klonopin', 'PERSON')]",[],[],
172823,Clonazepam,Anxiety,"Many people are unreasonably scared of Klonopin's bad withdrawal dramas. Well... It is true. It is a painful process to get away from Klonopin once you stepped into its comfortable zone, but I want to say I would rather feel relaxed and comfortable than struggling with unnecessary anxiety caused by Neurotransmitter unbalances. This medication truly gave me a freedom from fear and agitation and get back to my life.",10,261,0,2,"[0.4243491590023041, 0.031958889216184616, 0.5436919331550598]","[('Klonopin', 'GPE'), ('Klonopin', 'GPE'), ('Neurotransmitter', 'ORG')]",[],[],
28999,Lexapro,Depression,"I am a 33 year old mother of 2 who was ready to give up on life. Started taking 10mg of Lexapro and eventually increased to 20mg. Have been taking for about a year and a half. Although still dealing with a few side effects, (insomnia, weight gain, and waking up with headaches), Lexapro has truly saved my life. I can now be the kind of mother and wife that my family deserves.",9,46,0,2,"[0.17259065806865692, 0.03649533540010452, 0.790913999080658]","[('33 year old', 'DATE'), ('2', 'CARDINAL'), ('10', 'CARDINAL'), ('20', 'CARDINAL'), ('about a year and a half', 'DATE'), ('Lexapro', 'PERSON')]",[],[],
184517,Hydroxyzine,Anxiety,"I have horrible anxiety problems, so much so, it makes me physically nauseous and vomit. My stomach will turn and no appetite. After taking hydroxyzine 10mg 4 times a day, my nausea is gone. I feel like I have my life back. I was losing weight and much needed nutrients. Nothing has helped me like this.",7,38,1,0,"[0.536462664604187, 0.030824458226561546, 0.4327128231525421]","[('10', 'CARDINAL'), ('4', 'CARDINAL')]",[],[],
205363,Pristiq,Depression,"I took pristiq for a month, one pill a day, I'm currently tapering myself off of it now because it has caused the following effects: Loss of any emotion Uncontrolable shaking Inability to feel hungry or full & Inability to feel pain I'm 16 and this anti depressant is for 18 but my gp thought it was a good idea to prescribe it for me? I don't think I'll ever take another anti depressant again I'd rather feel everything than nothing.",1,12,1,0,"[0.5867263674736023, 0.028381582349538803, 0.3848920166492462]","[('a month', 'DATE'), ('one', 'CARDINAL'), ('Uncontrolable', 'ORG'), ('full & Inability', 'ORG'), ('16', 'DATE'), ('18', 'CARDINAL')]",[],[],
201719,Zoloft,Depression,"I have been taking Zoloft for 10 years. I take 100 mg daily. I have found that all of my symptoms have diminished. In times real stress, I take an extra pill. All I can say is that none of the previous drugs I took helped me at all. I have depression and Post Traumatic Stress Disorder. At age 59 I still react to anything that sounds like gunfire. I spent 33 years working for the government, 2 in the Army the rest in law enforcement. I have found that I have no issues to deal with. I did once while out of the country lose my prescription while backpacking. It was horrible for me and my two friends. I take my pill in the evening before bed. No side effects at all. I found Zoloft to be a God send for me.",10,179,1,0,"[0.7142530083656311, 0.02418472245335579, 0.2615622282028198]","[('Zoloft', 'GPE'), ('10 years', 'DATE'), ('100', 'CARDINAL'), ('Post Traumatic Stress Disorder', 'ORG'), ('age 59', 'DATE'), ('33 years', 'DATE'), ('2', 'CARDINAL'), ('Army', 'ORG'), ('two', 'CARDINAL'), ('evening', 'TIME'), ('Zoloft', 'PERSON')]",[],[],
95811,Sertraline,Depression,"I was on the sertraline, for 3 years. After developing a strange phobia with severe anxiety, suicidal thoughts, and major depression, this medication probably saved my life. However, it only brought me back halfway. I still was depressed and still suffered from anxiety attacks, just not as much. After a couple of years, I believed it stopped working, even after increasing the dose, so I stopped taking it.",6,25,1,0,"[0.8014622330665588, 0.025796324014663696, 0.17274141311645508]","[('3 years', 'DATE'), ('phobia', 'GPE'), ('a couple of years', 'DATE')]",[],[],
147119,Alprazolam,Anxiety,"It makes any impossible situation more possible, it controls violence rage temper anger towards others. Post Traumatic Stress Disorder, panic attacks and keeps you calm. The best!",10,134,1,0,"[0.6938073039054871, 0.03589072823524475, 0.2703019082546234]","[('Stress Disorder', 'PERSON')]",[],[],
115035,Diazepam,Anxiety,After taking Chantix for smoking cessation I fell into a spiral of severe d pression. I didn't feel like leaving my home other than going to work I gained 25 pounds and felt my life was hopeless I had always felt like an extrovert trapped in an intraverts body. I stumbled upon Valium when my husband gave me one for muscle cramps. The effects were amazing! I no longer felt trapped in I my prison of isolation and misery. A word of caution though: this drug is addictive and should be taken in small amounts and withdrawal should be done slowly and under medical supervision. It is a shame Valium has such a bad rap,9,68,1,0,"[0.6189495325088501, 0.03003924898803234, 0.3510112762451172]","[('25 pounds', 'QUANTITY'), ('Valium', 'PRODUCT'), ('Valium', 'ORG')]",[],[],
50402,Gabapentin,Anxiety,"This is my miracle. I was put on it in Germany and had to go off it until I had insurance again. I suffer from depression and anxiety. Often I would find myself stuck in a daydream world because of all the things going on in my life, including my partner of years (15-25). I would have no energy and just feel so low. Finally I had insurance and was put on 1800mg a day. I feel so much better. I feel like I can handle life and set goals for myself. I don't feel anxiety. I don't sit here and think of the negative and focus on a positive life. I am more fun and interactive with my son. It literately saved my life. I don't know why.",10,118,0,2,"[0.2929757237434387, 0.033258549869060516, 0.6737657785415649]","[('Germany', 'GPE'), ('15-25', 'CARDINAL'), ('1800mg a day', 'TIME')]",[],[],
114441,Atarax,Anxiety,"I had been taking Xanax and Lexapro for generalized anxiety disorder. The Xanax, at 0.25 mg, made me a zombie. Atarax at 50 mg 3 times a day works very well for me and I am able to function at work as well. The sedative effects wore off after a few days.",8,60,0,2,"[0.3557339310646057, 0.030238743871450424, 0.6140272617340088]","[('Xanax', 'ORG'), ('Xanax', 'ORG'), ('0.25', 'CARDINAL'), ('50', 'CARDINAL'), ('3', 'CARDINAL'), ('a few days', 'DATE')]",[],[],
